Id,Weekly_Sales
26_28_2012-11-09,469.6871306122449
26_28_2012-11-16,449.27525986394556
26_28_2012-11-23,399.2076789115647
26_28_2012-11-30,403.3442857142856
26_28_2012-12-07,525.9013928571428
26_28_2012-12-14,518.0490857142856
26_28_2012-12-21,563.9898380952379
26_28_2012-12-28,372.48557619047614
26_28_2013-01-04,305.05939047619034
26_28_2013-01-11,297.289069047619
26_28_2013-01-18,284.8456785714286
26_28_2013-01-25,268.29042857142855
26_28_2013-02-01,262.79904036281175
26_28_2013-02-08,352.5821833333332
26_28_2013-02-15,308.52144523809534
26_28_2013-02-22,288.50150408163273
26_28_2013-03-01,293.0217045145332
26_28_2013-03-08,312.7927068954856
26_28_2013-03-15,331.41792118119974
26_28_2013-03-22,339.2294068954855
26_28_2013-03-29,320.23950451453317
26_28_2013-04-05,349.89452594310455
26_28_2013-04-12,335.47355689548556
26_28_2013-04-19,267.2886402288188
26_28_2013-04-26,249.62442832405682
26_28_2013-05-03,254.07614260977113
26_28_2013-05-10,259.2725711811997
26_28_2013-05-17,258.3169068954854
26_28_2013-05-24,295.1663302721088
26_28_2013-05-31,331.3428452380951
26_28_2013-06-07,406.2169428571427
26_28_2013-06-14,292.9254940476192
26_28_2013-06-21,244.31770790043285
26_28_2013-06-28,251.23821980519475
26_28_2013-07-05,226.51425909090904
26_28_2013-07-12,207.8095519480519
26_28_2013-07-19,160.93289285714286
26_28_2013-07-26,167.32860204081632
26_29_2012-11-02,3796.272200000001
26_29_2012-11-09,3737.9612714285727
26_29_2012-11-16,3891.130268027212
26_29_2012-11-23,4584.260620408163
26_29_2012-11-30,4129.227159523808
26_29_2012-12-07,5035.010523809523
26_29_2012-12-14,6392.72685476191
26_29_2012-12-21,8138.1315297619
26_29_2012-12-28,4386.191978571428
26_29_2013-01-04,2524.818930272109
26_29_2013-01-11,2413.9193350340133
26_29_2013-01-18,2453.7700231292524
26_29_2013-01-25,2335.207904081634
26_29_2013-02-01,3008.256252380952
26_29_2013-02-08,3640.897228571428
26_29_2013-02-15,3812.437547619047
26_29_2013-02-22,3277.04781190476
26_29_2013-03-01,3317.9137047619033
26_29_2013-03-08,3040.680909523811
26_29_2013-03-15,3141.3574904761913
26_29_2013-03-22,2835.481914285716
26_29_2013-03-29,2725.3447476190486
26_29_2013-04-05,2799.2404880952386
26_29_2013-04-12,2432.1127734693887
26_29_2013-04-19,2460.9964877551024
26_29_2013-04-26,2380.4613758503406
26_29_2013-05-03,2657.475519047618
26_29_2013-05-10,2657.363666666665
26_29_2013-05-17,2521.385349999999
26_29_2013-05-24,2698.8512499999993
26_29_2013-05-31,2550.022411904761
26_29_2013-06-07,2521.5615452380935
26_29_2013-06-14,2621.8144833333317
26_29_2013-06-21,2823.915004761905
26_29_2013-06-28,2966.1283928571434
26_29_2013-07-05,3180.3398952380944
26_29_2013-07-12,3312.707978571428
26_29_2013-07-19,3275.3704190476183
26_29_2013-07-26,3151.45975
26_30_2012-11-02,2064.137038095238
26_30_2012-11-09,1921.2210857142852
26_30_2012-11-16,1917.0143476190474
26_30_2012-11-23,1718.8376789115644
26_30_2012-11-30,1706.2195380952382
26_30_2012-12-07,1729.336038095238
26_30_2012-12-14,1834.0180857142861
26_30_2012-12-21,2048.755423809524
26_30_2012-12-28,1859.545736054422
26_30_2013-01-04,1659.5284714285715
26_30_2013-01-11,1675.2650904761908
26_30_2013-01-18,1594.903829931973
26_30_2013-01-25,1522.7450537414968
26_30_2013-02-01,1824.2395585034014
26_30_2013-02-08,2120.1092285714285
26_30_2013-02-15,2236.943914285714
26_30_2013-02-22,2207.6242952380944
26_30_2013-03-01,2223.983685714285
26_30_2013-03-08,2334.8520952380954
26_30_2013-03-15,2491.2850619047626
26_30_2013-03-22,2396.796657142858
26_30_2013-03-29,2355.7736904761914
26_30_2013-04-05,1998.0036428571434
26_30_2013-04-12,2209.6477904761914
26_30_2013-04-19,2301.849252380953
26_30_2013-04-26,2094.6109619047616
26_30_2013-05-03,2017.243623809524
26_30_2013-05-10,2239.8334142857148
26_30_2013-05-17,2442.1347142857144
26_30_2013-05-24,2669.107238095238
26_30_2013-05-31,2695.8459095238095
26_30_2013-06-07,2431.5244761904764
26_30_2013-06-14,2514.177461904763
26_30_2013-06-21,2568.28572857143
26_30_2013-06-28,2504.429800000001
26_30_2013-07-05,2577.5241945578236
26_30_2013-07-12,2742.073938095238
26_30_2013-07-19,2668.471157142857
26_30_2013-07-26,2629.724013605442
26_31_2012-11-02,1585.6596214285712
26_31_2012-11-09,1300.8190535714286
26_31_2012-11-16,1202.513491666667
26_31_2012-11-23,1506.5362555555555
26_31_2012-11-30,1429.4954238095243
26_31_2012-12-07,1822.1989166666667
26_31_2012-12-14,2398.592966666667
26_31_2012-12-21,3900.878661904761
26_31_2012-12-28,1564.0709857142854
26_31_2013-01-04,986.7559846638654
26_31_2013-01-11,879.499970378151
26_31_2013-01-18,860.5821299019607
26_31_2013-01-25,830.1680775210083
26_31_2013-02-01,900.4492996298518
26_31_2013-02-08,1021.4379549019604
26_31_2013-02-15,978.1774299019603
26_31_2013-02-22,987.5720251400556
26_31_2013-03-01,934.6835703781513
26_31_2013-03-08,968.6367179971986
26_31_2013-03-15,969.8836560924365
26_31_2013-03-22,952.773632282913
26_31_2013-03-29,1026.6305584733893
26_31_2013-04-05,980.2890108543415
26_31_2013-04-12,958.5155108543414
26_31_2013-04-19,890.7440482693077
26_31_2013-04-26,900.1154299019606
26_31_2013-05-03,915.0752965686273
26_31_2013-05-10,939.01338942577
26_31_2013-05-17,931.4614370448178
26_31_2013-05-24,814.0558749999996
26_31_2013-05-31,950.9022916666659
26_31_2013-06-07,1116.9398096938778
26_31_2013-06-14,879.7310644557825
26_31_2013-06-21,872.8149215986397
26_31_2013-06-28,1139.2125537414965
26_31_2013-07-05,1243.7231809523817
26_31_2013-07-12,1026.98305
26_31_2013-07-19,974.8307023809522
26_31_2013-07-26,993.0517071428571
26_32_2012-11-02,3267.492304761907
26_32_2012-11-09,3360.2266142857156
26_32_2012-11-16,3349.8137047619057
26_32_2012-11-23,4597.659530952382
26_32_2012-11-30,4322.978885714285
26_32_2012-12-07,6471.017857142853
26_32_2012-12-14,8772.952540476193
26_32_2012-12-21,17371.499957142853
26_32_2012-12-28,6492.253792857145
26_32_2013-01-04,2001.2830428571433
26_32_2013-01-11,2275.172504081632
26_32_2013-01-18,2262.7996826530602
26_32_2013-01-25,2190.139026190476
26_32_2013-02-01,3155.0072166666673
26_32_2013-02-08,4469.280328571429
26_32_2013-02-15,6674.028130952379
26_32_2013-02-22,3077.2441857142862
26_32_2013-03-01,2992.6340357142876
26_32_2013-03-08,3013.8587071428587
26_32_2013-03-15,3561.7365952380965
26_32_2013-03-22,3419.338397619049
26_32_2013-03-29,3110.5966721088453
26_32_2013-04-05,3469.8869071428594
26_32_2013-04-12,2995.574626190477
26_32_2013-04-19,3054.30453095238
26_32_2013-04-26,3253.097133333333
26_32_2013-05-03,4096.626457482995
26_32_2013-05-10,4376.954890816327
26_32_2013-05-17,4489.429307482995
26_32_2013-05-24,3712.4221976190493
26_32_2013-05-31,3685.5751404761922
26_32_2013-06-07,3673.9311904761917
26_32_2013-06-14,4137.122915646259
26_32_2013-06-21,4345.335510884352
26_32_2013-06-28,4204.118583333332
26_32_2013-07-05,4960.7838095238085
26_32_2013-07-12,4773.475828571429
26_32_2013-07-19,4603.833190476189
26_32_2013-07-26,4302.134038095237
26_33_2012-11-02,3213.0341666666664
26_33_2012-11-09,3215.2839166666654
26_33_2012-11-16,3037.982130952381
26_33_2012-11-23,5619.398735714285
26_33_2012-11-30,4306.313564625851
26_33_2012-12-07,4882.701630612246
26_33_2012-12-14,5741.95406632653
26_33_2012-12-21,7197.59582857143
26_33_2012-12-28,2911.163371428572
26_33_2013-01-04,1503.34365
26_33_2013-01-11,1387.9421190476187
26_33_2013-01-18,1403.3987499999994
26_33_2013-01-25,1557.7745261904759
26_33_2013-02-01,1830.4930571428577
26_33_2013-02-08,2731.2381714285707
26_33_2013-02-15,2561.8765141156455
26_33_2013-02-22,2384.5817018707485
26_33_2013-03-01,2430.4875488095245
26_33_2013-03-08,2524.0929273809525
26_33_2013-03-15,2653.6371130952384
26_33_2013-03-22,3287.9489343537402
26_33_2013-03-29,2976.4701438775523
26_33_2013-04-05,3401.996481972791
26_33_2013-04-12,3066.6458880952387
26_33_2013-04-19,2972.0102500000003
26_33_2013-04-26,2427.9817761904746
26_33_2013-05-03,2339.173283333333
26_33_2013-05-10,2361.307680612244
26_33_2013-05-17,2064.4575499999996
26_33_2013-05-24,2953.1215904761902
26_33_2013-05-31,2891.0042857142857
26_33_2013-06-07,2451.239247619049
26_33_2013-06-14,2385.257602380954
26_33_2013-06-21,2548.020900000001
26_33_2013-06-28,3143.5167166666656
26_33_2013-07-05,3118.659938095237
26_33_2013-07-12,2709.6645190476197
26_33_2013-07-19,2980.438766666666
26_33_2013-07-26,3088.0650380952384
26_34_2012-11-02,7468.412502040817
26_34_2012-11-09,7166.850233333335
26_34_2012-11-16,6815.787901020409
26_34_2012-11-23,7809.780603401359
26_34_2012-11-30,7050.810474829934
26_34_2012-12-07,7415.9066462585015
26_34_2012-12-14,8299.08011190476
26_34_2012-12-21,9468.750957142858
26_34_2012-12-28,7449.660880952381
26_34_2013-01-04,5353.716687074829
26_34_2013-01-11,4588.28449659864
26_34_2013-01-18,3864.3804248299325
26_34_2013-01-25,4151.8241581632665
26_34_2013-02-01,5783.476135714287
26_34_2013-02-08,7042.1867887755125
26_34_2013-02-15,6894.9341221088425
26_34_2013-02-22,6824.961576870746
26_34_2013-03-01,6525.769049999999
26_34_2013-03-08,6542.748699999998
26_34_2013-03-15,6669.112373809523
26_34_2013-03-22,6641.181173809522
26_34_2013-03-29,6683.383449999997
26_34_2013-04-05,7845.033511904759
26_34_2013-04-12,8070.457607142856
26_34_2013-04-19,8619.50741904762
26_34_2013-04-26,7771.580395238095
26_34_2013-05-03,7433.695014285711
26_34_2013-05-10,7652.085990476187
26_34_2013-05-17,8571.891023809523
26_34_2013-05-24,11829.993140476183
26_34_2013-05-31,11493.866859523803
26_34_2013-06-07,8564.919164285713
26_34_2013-06-14,8434.390776190477
26_34_2013-06-21,8986.15908571429
26_34_2013-06-28,7970.139188095241
26_34_2013-07-05,8851.270307142857
26_34_2013-07-12,8275.338688095242
26_34_2013-07-19,8128.418964285716
26_34_2013-07-26,7708.32416326531
26_35_2012-11-02,1786.2040642857137
26_35_2012-11-09,1812.0529642857136
26_35_2012-11-16,1829.3692499999997
26_35_2012-11-23,1780.4309074829923
26_35_2012-11-30,1910.3389455782312
26_35_2012-12-07,2066.8893217687073
26_35_2012-12-14,1909.4674285714286
26_35_2012-12-21,2671.3030261904755
26_35_2012-12-28,1592.5981071428578
26_35_2013-01-04,1176.0347642857141
26_35_2013-01-11,1141.8784751700675
26_35_2013-01-18,1088.2605806122447
26_35_2013-01-25,1064.7300139455776
26_35_2013-02-01,1396.1149095238093
26_35_2013-02-08,2059.247657482993
26_35_2013-02-15,1852.8449670068017
26_35_2013-02-22,1789.6528404761898
26_35_2013-03-01,1629.0116224489796
26_35_2013-03-08,1628.51806292517
26_35_2013-03-15,1687.1871655844154
26_35_2013-03-22,2135.9963458565244
26_35_2013-03-29,2063.570310142238
26_35_2013-04-05,2051.7133989177482
26_35_2013-04-12,1937.8230084415584
26_35_2013-04-19,2093.4163880952387
26_35_2013-04-26,1769.54095952381
26_35_2013-05-03,1633.609079761905
26_35_2013-05-10,1573.5479892857147
26_35_2013-05-17,2040.5260809523807
26_35_2013-05-24,2300.778685714287
26_35_2013-05-31,2208.990816666668
26_35_2013-06-07,2069.03249047619
26_35_2013-06-14,2259.874357142858
26_35_2013-06-21,2289.890116666667
26_35_2013-06-28,2167.2537500000003
26_35_2013-07-05,2020.8544585034
26_35_2013-07-12,1744.7208227891144
26_35_2013-07-19,1460.79329047619
26_35_2013-07-26,1477.6932404761908
26_36_2012-11-02,869.8067333333338
26_36_2012-11-09,833.7664904761908
26_36_2012-11-16,787.7856166666668
26_36_2012-11-23,1069.2532166666672
26_36_2012-11-30,1226.5730333333336
26_36_2012-12-07,1136.5257095238096
26_36_2012-12-14,1061.1188000000002
26_36_2012-12-21,1913.3841095238088
26_36_2012-12-28,947.8360595238096
26_36_2013-01-04,517.9783976190478
26_36_2013-01-11,515.8873142857143
26_36_2013-01-18,457.3068976190477
26_36_2013-01-25,421.3949357142859
26_36_2013-02-01,667.7565214285715
26_36_2013-02-08,1043.1584511904762
26_36_2013-02-15,822.6516833333335
26_36_2013-02-22,686.3363952380951
26_36_2013-03-01,723.3458666666667
26_36_2013-03-08,760.7092595238095
26_36_2013-03-15,961.550404761905
26_36_2013-03-22,930.7973571428572
26_36_2013-03-29,939.8825476190474
26_36_2013-04-05,934.8646904761905
26_36_2013-04-12,774.9193557823131
26_36_2013-04-19,774.7306653061225
26_36_2013-04-26,730.4929986394558
26_36_2013-05-03,687.0473265306123
26_36_2013-05-10,733.1326156462584
26_36_2013-05-17,896.995394557823
26_36_2013-05-24,1724.1404523809522
26_36_2013-05-31,1748.8637619047615
26_36_2013-06-07,1607.712180952381
26_36_2013-06-14,1515.4774952380951
26_36_2013-06-21,1896.2157210884354
26_36_2013-06-28,1212.67299047619
26_36_2013-07-05,1190.3034659863945
26_36_2013-07-12,608.4014238095239
26_36_2013-07-19,471.77750000000003
26_36_2013-07-26,233.44303333333335
26_38_2012-11-02,97056.14935136051
26_38_2012-11-09,97444.10260850338
26_38_2012-11-16,95376.35699659862
26_38_2012-11-23,92388.33860714281
26_38_2012-11-30,96034.78967517002
26_38_2012-12-07,94243.08766088434
26_38_2012-12-14,94862.25805374148
26_38_2012-12-21,93503.5309061224
26_38_2012-12-28,91829.81480238092
26_38_2013-01-04,109214.82217721084
26_38_2013-01-11,97370.64500102036
26_38_2013-01-18,94653.90558435372
26_38_2013-01-25,104209.29456428565
26_38_2013-02-01,113103.35159183672
26_38_2013-02-08,92233.57649523811
26_38_2013-02-15,109537.79006190474
26_38_2013-02-22,108767.84901428569
26_38_2013-03-01,111023.92649319729
26_38_2013-03-08,113054.69432653066
26_38_2013-03-15,102397.46041904758
26_38_2013-03-22,98445.66568571424
26_38_2013-03-29,117157.9042642857
26_38_2013-04-05,119125.10184999999
26_38_2013-04-12,104373.17444523815
26_38_2013-04-19,103345.43561190482
26_38_2013-04-26,106101.6707785714
26_38_2013-05-03,105617.90372142855
26_38_2013-05-10,104357.61624523805
26_38_2013-05-17,103612.97570714288
26_38_2013-05-24,103235.79401190479
26_38_2013-05-31,101156.74055238097
26_38_2013-06-07,102936.45848809529
26_38_2013-06-14,97364.71222108846
26_38_2013-06-21,94265.63426870746
26_38_2013-06-28,105821.45517857138
26_38_2013-07-05,104184.5595595238
26_38_2013-07-12,103518.71376190482
26_38_2013-07-19,102222.49518333333
26_38_2013-07-26,105152.90508333333
26_40_2012-11-02,40252.119113883746
26_40_2012-11-09,40536.132455040206
26_40_2012-11-16,40333.92440742116
26_40_2012-11-23,39988.52775844156
26_40_2012-11-30,40653.038112183065
26_40_2012-12-07,40670.432588373544
26_40_2012-12-14,41004.54401932591
26_40_2012-12-21,41089.26682884972
26_40_2012-12-28,40029.50134585651
26_40_2013-01-04,37268.29958095236
26_40_2013-01-11,37258.5509142857
26_40_2013-01-18,36536.08890238095
26_40_2013-01-25,35600.116678571445
26_40_2013-02-01,37788.13163639457
26_40_2013-02-08,37932.53158877553
26_40_2013-02-15,37989.477524489805
26_40_2013-02-22,37278.618569727885
26_40_2013-03-01,38615.12501258502
26_40_2013-03-08,36410.410809523804
26_40_2013-03-15,36144.1210595238
26_40_2013-03-22,35787.795333333335
26_40_2013-03-29,35766.94924761904
26_40_2013-04-05,37088.11295714284
26_40_2013-04-12,34615.15525714285
26_40_2013-04-19,35081.569919047615
26_40_2013-04-26,35300.23724285715
26_40_2013-05-03,37005.37947619047
26_40_2013-05-10,36615.0698952381
26_40_2013-05-17,35082.22678809522
26_40_2013-05-24,37029.6406095238
26_40_2013-05-31,36616.145280952376
26_40_2013-06-07,37102.8235142857
26_40_2013-06-14,36122.9647452381
26_40_2013-06-21,36596.88822619048
26_40_2013-06-28,38237.67122380953
26_40_2013-07-05,38605.971938095245
26_40_2013-07-12,39132.76347748918
26_40_2013-07-19,39090.15777748918
26_40_2013-07-26,38698.082915584426
26_41_2012-11-02,504.17109761904766
26_41_2012-11-09,498.39952619047625
26_41_2012-11-16,539.7634666666667
26_41_2012-11-23,854.6970000000002
26_41_2012-11-30,865.0998952380955
26_41_2012-12-07,1204.0871095238097
26_41_2012-12-14,2023.901828571428
26_41_2012-12-21,2761.7734023809535
26_41_2012-12-28,1267.0327959183671
26_41_2013-01-04,794.5433642857145
26_41_2013-01-11,646.317747619048
26_41_2013-01-18,628.4558513605443
26_41_2013-01-25,874.2915595238096
26_41_2013-02-01,948.781007142857
26_41_2013-02-08,1436.1441037414966
26_41_2013-02-15,1516.3740595238094
26_41_2013-02-22,1316.5837095238096
26_41_2013-03-01,1025.9120428571432
26_41_2013-03-08,1098.7871023809528
26_41_2013-03-15,1373.6080714285715
26_41_2013-03-22,1334.237480952381
26_41_2013-03-29,1284.973480952381
26_41_2013-04-05,1368.263686734694
26_41_2013-04-12,1364.0939962585035
26_41_2013-04-19,1496.4196391156456
26_41_2013-04-26,1482.4895557823122
26_41_2013-05-03,1465.4816462585031
26_41_2013-05-10,1409.843619047619
26_41_2013-05-17,1384.300280952381
26_41_2013-05-24,1315.8654380952376
26_41_2013-05-31,1339.5750095238093
26_41_2013-06-07,1424.0201595238095
26_41_2013-06-14,2078.932531292517
26_41_2013-06-21,2135.94958367347
26_41_2013-06-28,2136.407971768708
26_41_2013-07-05,2176.421185714286
26_41_2013-07-12,1803.10490612245
26_41_2013-07-19,1765.6498561224496
26_41_2013-07-26,1703.416230272109
26_42_2012-11-02,2910.3478850340134
26_42_2012-11-09,2879.728765986394
26_42_2012-11-16,2715.600663605442
26_42_2012-11-23,2398.6448207482986
26_42_2012-11-30,2394.4231285714286
26_42_2012-12-07,2405.8649554421777
26_42_2012-12-14,2601.7028299319736
26_42_2012-12-21,2705.0031285714285
26_42_2012-12-28,2427.7555142857145
26_42_2013-01-04,2275.130657142858
26_42_2013-01-11,2063.8773119047623
26_42_2013-01-18,2168.7502047619055
26_42_2013-01-25,2234.9385523809533
26_42_2013-02-01,2253.2529452380963
26_42_2013-02-08,2166.380447619047
26_42_2013-02-15,2587.555269047619
26_42_2013-02-22,2307.8822166666673
26_42_2013-03-01,2351.3720976190484
26_42_2013-03-08,2600.876511904762
26_42_2013-03-15,2866.4197190476193
26_42_2013-03-22,2688.6125000000006
26_42_2013-03-29,2392.604214285714
26_42_2013-04-05,3196.1980499999977
26_42_2013-04-12,2817.28036190476
26_42_2013-04-19,2896.1378666666665
26_42_2013-04-26,2912.2340071428566
26_42_2013-05-03,3015.477792857142
26_42_2013-05-10,3094.155504421768
26_42_2013-05-17,3036.340377551019
26_42_2013-05-24,3050.1342353741484
26_42_2013-05-31,3103.8445952380953
26_42_2013-06-07,3170.3899619047634
26_42_2013-06-14,3089.974581632654
26_42_2013-06-21,2848.285243537414
26_42_2013-06-28,2902.595860204082
26_42_2013-07-05,2863.4755506802726
26_42_2013-07-12,2793.923992857144
26_42_2013-07-19,2615.518907142857
26_42_2013-07-26,2759.80947857143
26_44_2012-11-02,4316.137376190479
26_44_2012-11-09,4425.968895238098
26_44_2012-11-16,4608.295426190478
26_44_2012-11-23,6095.21790238095
26_44_2012-11-30,6013.654477891154
26_44_2012-12-07,5942.60837312925
26_44_2012-12-14,6521.027784013605
26_44_2012-12-21,7645.872869047619
26_44_2012-12-28,3421.7888619047612
26_44_2013-01-04,3244.3347285714294
26_44_2013-01-11,3261.8082761904775
26_44_2013-01-18,3328.891195238096
26_44_2013-01-25,3272.884638095238
26_44_2013-02-01,3637.878772448979
26_44_2013-02-08,4071.1389023809534
26_44_2013-02-15,3984.23729217687
26_44_2013-02-22,4069.3335642857137
26_44_2013-03-01,4078.6183391156464
26_44_2013-03-08,3519.7168166666665
26_44_2013-03-15,3374.017616666666
26_44_2013-03-22,3374.782557142856
26_44_2013-03-29,3428.65289047619
26_44_2013-04-05,3341.7271071428568
26_44_2013-04-12,2851.6923999999985
26_44_2013-04-19,2769.543216666665
26_44_2013-04-26,2820.0983666666666
26_44_2013-05-03,3306.2897738095244
26_44_2013-05-10,3523.595197619047
26_44_2013-05-17,3351.6169214285715
26_44_2013-05-24,2726.2295428571433
26_44_2013-05-31,2929.890197619047
26_44_2013-06-07,3070.36853095238
26_44_2013-06-14,3102.693864285714
26_44_2013-06-21,3067.4178894557813
26_44_2013-06-28,3319.9403523809506
26_44_2013-07-05,3353.6856312925147
26_44_2013-07-12,3209.0139823129243
26_44_2013-07-19,3166.0283013605435
26_44_2013-07-26,3470.677690476189
26_45_2013-01-25,28.674155652469924
26_45_2013-02-15,31.41182137603207
26_45_2013-03-01,42.0808449758053
26_45_2013-04-12,39.602588556763514
26_46_2012-11-02,9313.26247619048
26_46_2012-11-09,9277.272142857148
26_46_2012-11-16,9341.38847619048
26_46_2012-11-23,9599.464010884352
26_46_2012-11-30,10189.30334285714
26_46_2012-12-07,13116.018669047624
26_46_2012-12-14,16583.167407142864
26_46_2012-12-21,20239.451923809527
26_46_2012-12-28,14034.151674149649
26_46_2013-01-04,7968.547720068028
26_46_2013-01-11,7751.660030952382
26_46_2013-01-18,8084.858330952377
26_46_2013-01-25,8007.369238095238
26_46_2013-02-01,8638.828928571429
26_46_2013-02-08,9496.865628571424
26_46_2013-02-15,9600.428940476188
26_46_2013-02-22,9510.864397619045
26_46_2013-03-01,9527.277419047618
26_46_2013-03-08,9396.710866666663
26_46_2013-03-15,9484.677640476193
26_46_2013-03-22,9137.659552380957
26_46_2013-03-29,8878.23904761905
26_46_2013-04-05,9136.676116666667
26_46_2013-04-12,9290.157614285708
26_46_2013-04-19,9590.241804761898
26_46_2013-04-26,9614.733007142851
26_46_2013-05-03,9727.158911904757
26_46_2013-05-10,9597.847316666663
26_46_2013-05-17,9643.122028571426
26_46_2013-05-24,10959.804551020397
26_46_2013-05-31,10796.995976190468
26_46_2013-06-07,10013.410053401361
26_46_2013-06-14,10120.660070068023
26_46_2013-06-21,10432.844878571428
26_46_2013-06-28,10440.424288095237
26_46_2013-07-05,11396.14167959184
26_46_2013-07-12,11496.23005102041
26_46_2013-07-19,11176.028341496603
26_46_2013-07-26,11057.04315102041
26_47_2012-11-02,45.40480952380954
26_47_2012-11-23,146.6660238095238
26_47_2012-12-14,184.83485714285712
26_47_2012-12-21,365.92899523809524
26_47_2012-12-28,168.04534285714286
26_47_2013-04-26,33.0677644557823
26_47_2013-05-10,60.602335884353735
26_47_2013-06-21,68.34918571428572
26_48_2012-11-02,789.8409523809523
26_48_2012-11-09,795.2576190476191
26_48_2012-11-16,840.4730952380953
26_48_2012-11-23,1037.3310000000004
26_48_2012-11-30,1023.3238571428574
26_48_2012-12-07,939.1546904761906
26_48_2012-12-14,1071.8817619047622
26_48_2012-12-21,1418.694238095238
26_48_2012-12-28,867.5909047619048
26_48_2013-01-04,808.5111904761907
26_48_2013-01-11,696.2802380952381
26_48_2013-01-18,632.5838095238097
26_48_2013-02-01,660.6873809523811
26_48_2013-02-08,1029.3652380952383
26_48_2013-02-15,1471.2607142857144
26_48_2013-02-22,1316.1840476190478
26_48_2013-03-01,1101.8461904761905
26_48_2013-03-08,768.1537755102039
26_48_2013-03-15,670.2075850340134
26_48_2013-03-22,477.5016326530612
26_48_2013-03-29,484.53591836734694
26_48_2013-04-12,422.06853741496604
26_48_2013-04-19,285.0728571428572
26_48_2013-04-26,353.9790476190476
26_48_2013-05-03,387.6028571428572
26_48_2013-05-10,197.40404761904762
26_48_2013-05-24,376.63238095238097
26_48_2013-05-31,387.38166666666666
26_48_2013-06-07,415.1969047619047
26_48_2013-06-14,453.36880952380955
26_48_2013-06-21,372.0838095238096
26_48_2013-07-05,239.41394047619048
26_48_2013-07-12,512.5782261904762
26_48_2013-07-19,493.06917857142855
26_48_2013-07-26,482.9276190476191
26_49_2012-11-02,4005.6227595238097
26_49_2012-11-09,3997.41975952381
26_49_2012-11-16,3782.548914285716
26_49_2012-11-23,2622.3302904761895
26_49_2012-11-30,2007.412111904761
26_49_2012-12-07,1556.0636166666666
26_49_2012-12-14,1624.4019428571423
26_49_2012-12-21,1618.9789190476183
26_49_2012-12-28,2781.303571428572
26_49_2013-01-04,2656.4020013605436
26_49_2013-01-11,2811.026301360544
26_49_2013-01-18,2801.9546989795913
26_49_2013-01-25,3050.390997278911
26_49_2013-02-01,3278.675735204082
26_49_2013-02-08,3503.8809773809526
26_49_2013-02-15,2915.2383828231286
26_49_2013-02-22,3054.5422297619057
26_49_2013-03-01,5381.139652380954
26_49_2013-03-08,3648.2641727891155
26_49_2013-03-15,3827.3582918367347
26_49_2013-03-22,3500.6600585034007
26_49_2013-03-29,3277.4171299319723
26_49_2013-04-05,3353.753398809523
26_49_2013-04-12,3362.7842833333334
26_49_2013-04-19,3405.710896428571
26_49_2013-04-26,3375.1376392857132
26_49_2013-05-03,3250.4257666666654
26_49_2013-05-10,3359.215388095237
26_49_2013-05-17,3372.5378761904753
26_49_2013-05-24,3857.4416333333315
26_49_2013-05-31,3799.290642857141
26_49_2013-06-07,3515.3692595238085
26_49_2013-06-14,3619.914828571427
26_49_2013-06-21,2706.177004761904
26_49_2013-06-28,2504.724611904761
26_49_2013-07-05,2607.1873976190464
26_49_2013-07-12,3151.329583333331
26_49_2013-07-19,3494.5033166666653
26_49_2013-07-26,3244.8313857142857
26_52_2012-11-02,1618.2987364873225
26_52_2012-11-09,1649.1006079158942
26_52_2012-11-16,1852.8775317254174
26_52_2012-11-23,2664.980576623376
26_52_2012-11-30,2442.085629004328
26_52_2012-12-07,2203.122883766233
26_52_2012-12-14,2241.781412337662
26_52_2012-12-21,2217.2059909090913
26_52_2012-12-28,1678.457921861472
26_52_2013-01-04,1055.4187850340143
26_52_2013-01-11,1298.9010666666666
26_52_2013-01-18,1365.288976190476
26_52_2013-01-25,1367.9501928571424
26_52_2013-02-01,1306.8491404761903
26_52_2013-02-08,1414.180928571429
26_52_2013-02-15,1399.2352142857142
26_52_2013-02-22,1444.7273023809528
26_52_2013-03-01,1325.8453214285714
26_52_2013-03-08,1231.4401057823127
26_52_2013-03-15,1601.3040462585036
26_52_2013-03-22,1640.558284353742
26_52_2013-03-29,1645.2688700680271
26_52_2013-04-05,1759.8425343537413
26_52_2013-04-12,1715.8803510204077
26_52_2013-04-19,1673.547036734694
26_52_2013-04-26,1577.873261904762
26_52_2013-05-03,1428.0523690476198
26_52_2013-05-10,2119.7401676870745
26_52_2013-05-17,2294.6094193877548
26_52_2013-05-24,2493.1156874149647
26_52_2013-05-31,2047.5406374149657
26_52_2013-06-07,1619.6081806122459
26_52_2013-06-14,1337.680280612246
26_52_2013-06-21,1286.3373163265314
26_52_2013-06-28,1273.9958044217692
26_52_2013-07-05,1261.3927853741504
26_52_2013-07-12,1152.8947901360548
26_52_2013-07-19,1118.636476190476
26_52_2013-07-26,1246.5581340136061
26_54_2012-11-02,35.90038664747951
26_54_2012-11-16,34.976400933193794
26_54_2012-11-23,36.42209038897611
26_54_2012-11-30,39.6673675431711
26_54_2012-12-14,41.860995068027215
26_54_2012-12-21,88.52739642857148
26_54_2012-12-28,34.72458095238096
26_54_2013-01-04,31.3515211145997
26_54_2013-01-11,28.73243267922554
26_54_2013-02-08,31.39475497083252
26_54_2013-02-15,31.610646792648964
26_54_2013-03-01,29.575937065922197
26_54_2013-03-08,27.425565227186702
26_54_2013-03-15,18.432228647561864
26_54_2013-03-29,16.541208304039838
